Name,PlayerID,Experience,Height,Weight,Position,Age,Team,TeamID,isFreeAgent,Headshot,espnIdFull
Brock Purdy,4361741,2,"6'1""",220,QB,24,SF,28,False,https://a.espncdn.com/i/headshots/nfl/players/full/4361741.png,4361741/brock-purdy
Alex Taylor-Prioleau,4384564,2,"6'8""",301,OT,27,DAL,9,True,https://a.espncdn.com/i/headshots/nfl/players/full/4384564.png,4384564/alex-taylor-prioleau
Zack Johnson,3930912,1,"6'6""",315,G,27,TEN,31,True,https://a.espncdn.com/i/headshots/nfl/players/full/3930912.png,3930912/zack-johnson
Marquiss Spencer,4035372,1,"6'4""",295,DE,26,NYJ,25,False,https://a.espncdn.com/i/headshots/nfl/players/full/4035372.png,4035372/marquiss-spencer
Jake Fromm,4240689,3,"6'2""",215,QB,25,WSH,32,False,https://a.espncdn.com/i/headshots/nfl/players/full/4240689.png,4240689/jake-fromm
Jack Gibbens,4249739,1,"6'3""",242,LB,25,TEN,31,False,https://a.espncdn.com/i/headshots/nfl/players/full/4249739.png,4249739/jack-gibbens
Quavian White,4361919,1,"5'8""",187,CB,23,ARI,1,True,https://a.espncdn.com/i/headshots/nfl/players/full/4361919.png,4361919/quavian-white
Brandon Aiyuk,4360438,4,"6'0""",200,WR,26,SF,28,False,https://a.espncdn.com/i/headshots/nfl/players/full/4360438.png,4360438/brandon-aiyuk
Adrian Colbert,2971699,6,"6'2""",205,S,30,CHI,6,False,https://a.espncdn.com/i/headshots/nfl/players/full/2971699.png,2971699/adrian-colbert
Joe Fortunato,2982297,1,"6'5""",240,LS,30,ARI,1,True,https://a.espncdn.com/i/headshots/nfl/players/full/2982297.png,2982297/joe-fortunato
Gervon Dexter Sr.,4429014,2,"6'6""",312,DT,22,CHI,6,False,https://a.espncdn.com/i/headshots/nfl/players/full/4429014.png,4429014/gervon-dexter-sr
Devin White,4035434,5,"6'0""",237,LB,26,PHI,27,False,https://a.espncdn.com/i/headshots/nfl/players/full/4035434.png,4035434/devin-white
Jordan Magee,4568617,R,"6'3""",225,LB,23,WSH,32,False,https://a.espncdn.com/i/headshots/college-football/players/full/4568617.png,4568617/jordan-magee
James Empey,4256065,1,"6'3""",297,C,27,TEN,31,True,https://a.espncdn.com/i/headshots/nfl/players/full/4256065.png,4256065/james-empey
Chandler Wooten,4242515,3,"6'3""",230,LB,25,CAR,5,False,https://a.espncdn.com/i/headshots/nfl/players/full/4242515.png,4242515/chandler-wooten
Drew Dalman,4242553,4,"6'3""",300,C,25,ATL,2,False,https://a.espncdn.com/i/headshots/nfl/players/full/4242553.png,4242553/drew-dalman
Kearis Jackson,4361778,R,"5'11""",196,WR,24,TEN,31,False,https://a.espncdn.com/i/headshots/nfl/players/full/4361778.png,4361778/kearis-jackson
Darwin Thompson,4361606,3,"5'8""",200,RB,27,LV,17,True,https://a.espncdn.com/i/headshots/nfl/players/full/4361606.png,4361606/darwin-thompson
Tre Avery,4259300,2,"5'11""",181,CB,27,TEN,31,False,https://a.espncdn.com/i/headshots/nfl/players/full/4259300.png,4259300/tre-avery
Garrison Sanborn,13078,11,"6'1""",240,LS,38,JAX,15,True,https://a.espncdn.com/i/headshots/nfl/players/full/13078.png,13078/garrison-sanborn
Tyon Davis,4568639,R,"6'0""",180,CB,24,LAR,19,True,https://a.espncdn.com/i/headshots/nfl/players/full/4568639.png,4568639/tyon-davis
Drake London,4426502,3,"6'4""",213,WR,22,ATL,2,False,https://a.espncdn.com/i/headshots/nfl/players/full/4426502.png,4426502/drake-london
Amani Bledsoe,4037633,3,"6'4""",280,DE,26,ATL,2,True,https://a.espncdn.com/i/headshots/nfl/players/full/4037633.png,4037633/amani-bledsoe
Bryan Bresee,4428988,2,"6'5""",305,DT,22,NO,23,False,https://a.espncdn.com/i/headshots/nfl/players/full/4428988.png,4428988/bryan-bresee
Vyncint Smith,3155188,4,"6'3""",195,WR,27,IND,14,True,https://a.espncdn.com/i/headshots/nfl/players/full/3155188.png,3155188/vyncint-smith
Domenique Davis,4590720,1,"6'2""",326,DT,28,CIN,7,False,https://a.espncdn.com/i/headshots/nfl/players/full/4590720.png,4590720/domenique-davis
John Cominsky,4411771,6,"6'5""",285,DE,28,DET,11,False,https://a.espncdn.com/i/headshots/nfl/players/full/4411771.png,4411771/john-cominsky
Antoine Wesley,4043161,5,"6'4""",206,WR,26,LV,17,True,https://a.espncdn.com/i/headshots/nfl/players/full/4043161.png,4043161/antoine-wesley
Ross Matiscik,3928931,5,"6'0""",240,LS,27,JAX,15,False,https://a.espncdn.com/i/headshots/nfl/players/full/3928931.png,3928931/ross-matiscik
Andre Carter II,4577333,2,"6'6""",256,LB,24,MIN,21,False,https://a.espncdn.com/i/headshots/nfl/players/full/4577333.png,4577333/andre-carter-ii
Ade Ogundeji,4046693,4,"6'4""",268,LB,25,ATL,2,False,https://a.espncdn.com/i/headshots/nfl/players/full/4046693.png,4046693/ade-ogundeji
Olaijah Griffin,4374299,1,"6'0""",175,CB,25,NYG,24,True,https://a.espncdn.com/i/headshots/nfl/players/full/4374299.png,4374299/olaijah-griffin
Otis Reese IV,4379411,R,"6'3""",214,LB,25,TEN,31,False,https://a.espncdn.com/i/headshots/nfl/players/full/4379411.png,4379411/otis-reese-iv
Deandre Johnson,4242438,R,"6'3""",252,DE,24,GB,12,False,https://a.espncdn.com/i/headshots/nfl/players/full/4242438.png,4242438/deandre-johnson
Jarrad Davis,3054951,6,"6'1""",238,LB,29,NYG,24,True,https://a.espncdn.com/i/headshots/nfl/players/full/3054951.png,3054951/jarrad-davis
Grant Delpit,4242208,5,"6'3""",208,S,25,CLE,8,False,https://a.espncdn.com/i/headshots/nfl/players/full/4242208.png,4242208/grant-delpit
TJ Franklin,4568998,R,"6'5""",268,DE,,LV,17,False,https://a.espncdn.com/i/headshots/college-football/players/full/4568998.png,4568998/tj-franklin
Bailey Gaither,3921681,1,"6'0""",189,WR,27,BAL,3,True,https://a.espncdn.com/i/headshots/nfl/players/full/3921681.png,3921681/bailey-gaither
Justin Britt,16742,7,"6'6""",315,C,32,HOU,13,True,https://a.espncdn.com/i/headshots/nfl/players/full/16742.png,16742/justin-britt
J.C. Jackson,3121649,6,"6'1""",198,CB,28,NE,22,True,https://a.espncdn.com/i/headshots/nfl/players/full/3121649.png,3121649/jc-jackson
Corey Clement,3045260,7,"5'10""",220,RB,29,ARI,1,True,https://a.espncdn.com/i/headshots/nfl/players/full/3045260.png,3045260/corey-clement
Will Clapp,3115387,7,"6'5""",311,C,27,BUF,4,False,https://a.espncdn.com/i/headshots/nfl/players/full/3115387.png,3115387/will-clapp
David Vereen,4261153,R,"5'9""",188,CB,26,IND,14,True,https://a.espncdn.com/i/headshots/nfl/players/full/4261153.png,4261153/david-vereen
D'Onta Foreman,3125116,6,"6'0""",235,RB,28,CLE,8,False,https://a.espncdn.com/i/headshots/nfl/players/full/3125116.png,3125116/donta-foreman
Julian Okwara,4046690,4,"6'4""",239,LB,26,PHI,27,False,https://a.espncdn.com/i/headshots/nfl/players/full/4046690.png,4046690/julian-okwara
Keanu Neal,3054962,8,"6'0""",211,S,28,PIT,26,True,https://a.espncdn.com/i/headshots/nfl/players/full/3054962.png,3054962/keanu-neal
Mike Brown,4244310,1,"6'1""",222,S,25,TEN,31,False,https://a.espncdn.com/i/headshots/nfl/players/full/4244310.png,4244310/mike-brown
Joel Iyiegbuniwe,3124779,5,"6'1""",230,LB,28,CAR,5,True,https://a.espncdn.com/i/headshots/nfl/players/full/3124779.png,3124779/joel-iyiegbuniwe
Josh Vann,4362862,R,"5'11""",192,WR,24,CAR,5,True,https://a.espncdn.com/i/headshots/nfl/players/full/4362862.png,4362862/josh-vann
Quintez Cephus,4035793,4,"6'1""",208,WR,26,BUF,4,False,https://a.espncdn.com/i/headshots/nfl/players/full/4035793.png,4035793/quintez-cephus
Zion Johnson,4247347,3,"6'3""",316,G,24,LAC,18,False,https://a.espncdn.com/i/headshots/nfl/players/full/4247347.png,4247347/zion-johnson
Jake Bargas,3895835,1,"6'2""",250,RB,27,NO,23,True,https://a.espncdn.com/i/headshots/nfl/players/full/3895835.png,3895835/jake-bargas
Tyler Hudson,4429867,R,"6'2""",197,WR,23,LAR,19,True,https://a.espncdn.com/i/headshots/nfl/players/full/4429867.png,4429867/tyler-hudson
Larry Rountree III,4241205,2,"5'10""",210,RB,25,HOU,13,True,https://a.espncdn.com/i/headshots/nfl/players/full/4241205.png,4241205/larry-rountree-iii
Mike Greene,4249596,1,"6'3""",293,DE,25,TB,30,False,https://a.espncdn.com/i/headshots/nfl/players/full/4249596.png,4249596/mike-greene
Cyril Grayson Jr.,4217370,3,"5'9""",183,WR,30,CLE,8,True,https://a.espncdn.com/i/headshots/nfl/players/full/4217370.png,4217370/cyril-grayson-jr
Raleigh Webb,4032247,2,"6'2""",204,WR,26,TB,30,False,https://a.espncdn.com/i/headshots/nfl/players/full/4032247.png,4032247/raleigh-webb
Broderick Jones,4428990,R,"6'5""",311,OT,22,PIT,26,False,https://a.espncdn.com/i/headshots/nfl/players/full/4428990.png,4428990/broderick-jones
Cole Kmet,4258595,5,"6'6""",260,TE,25,CHI,6,False,https://a.espncdn.com/i/headshots/nfl/players/full/4258595.png,4258595/cole-kmet
Jeff Gunter,4241089,2,"6'4""",263,DE,24,CIN,7,False,https://a.espncdn.com/i/headshots/nfl/players/full/4241089.png,4241089/jeff-gunter
Foyesade Oluokun,3050073,7,"6'2""",230,LB,28,JAX,15,False,https://a.espncdn.com/i/headshots/nfl/players/full/3050073.png,3050073/foyesade-oluokun
Eric Fisher,15790,10,"6'7""",312,OT,33,MIA,20,True,https://a.espncdn.com/i/headshots/nfl/players/full/15790.png,15790/eric-fisher
Jalen McMillan,4430834,R,"6'1""",192,WR,22,TB,30,False,https://a.espncdn.com/i/headshots/college-football/players/full/4430834.png,4430834/jalen-mcmillan
Tomon Fox,4037520,2,"6'2""",245,LB,26,NYG,24,False,https://a.espncdn.com/i/headshots/nfl/players/full/4037520.png,4037520/tomon-fox
Owen Wright,4249616,1,"5'9""",217,RB,25,BAL,3,False,https://a.espncdn.com/i/headshots/nfl/players/full/4249616.png,4249616/owen-wright
Corey Davis,3042778,7,"6'3""",209,WR,29,NYJ,25,True,https://a.espncdn.com/i/headshots/nfl/players/full/3042778.png,3042778/corey-davis
Malachi Carter,4360575,R,"6'2""",191,WR,24,CIN,7,True,https://a.espncdn.com/i/headshots/nfl/players/full/4360575.png,4360575/malachi-carter
Isaiah Buggs,4241451,6,"6'3""",295,DT,27,KC,16,False,https://a.espncdn.com/i/headshots/nfl/players/full/4241451.png,4241451/isaiah-buggs
Jason Cabinda,3116158,5,"6'1""",235,FB,28,DET,11,True,https://a.espncdn.com/i/headshots/nfl/players/full/3116158.png,3116158/jason-cabinda
Khaleke Hudson,4046525,5,"6'0""",220,LB,26,NO,23,False,https://a.espncdn.com/i/headshots/nfl/players/full/4046525.png,4046525/khaleke-hudson
Marcedes Lewis,9614,18,"6'6""",265,TE,39,CHI,6,True,https://a.espncdn.com/i/headshots/nfl/players/full/9614.png,9614/marcedes-lewis
Kyzir White,4039254,7,"6'2""",234,LB,28,ARI,1,False,https://a.espncdn.com/i/headshots/nfl/players/full/4039254.png,4039254/kyzir-white
Chuck Clark,3045463,7,"6'0""",210,S,29,NYJ,25,False,https://a.espncdn.com/i/headshots/nfl/players/full/3045463.png,3045463/chuck-clark
Ray-Ray McCloud III,3728262,7,"5'9""",190,WR,27,ATL,2,False,https://a.espncdn.com/i/headshots/nfl/players/full/3728262.png,3728262/ray-ray-mccloud-iii
Christopher Dunn,4361665,R,"5'8""",179,PK,26,LAR,19,True,N/A,4361665/christopher-dunn
Kelvin Beachum,15035,13,"6'3""",308,OT,34,ARI,1,False,https://a.espncdn.com/i/headshots/nfl/players/full/15035.png,15035/kelvin-beachum
Jamaal Williams,2980453,8,"6'0""",224,RB,29,NO,23,False,https://a.espncdn.com/i/headshots/nfl/players/full/2980453.png,2980453/jamaal-williams
TK McLendon Jr.,4568018,R,"6'4""",275,DE,25,TEN,31,False,https://a.espncdn.com/i/headshots/nfl/players/full/4568018.png,4568018/tk-mclendon-jr
Trey Wolff,4362170,R,"6'4""",205,PK,24,TEN,31,True,https://a.espncdn.com/i/headshots/nfl/players/full/4362170.png,4362170/trey-wolff
Micah Abernathy,3915373,2,"6'0""",196,S,27,ATL,2,False,https://a.espncdn.com/i/headshots/nfl/players/full/3915373.png,3915373/micah-abernathy
Joe Shimko,4430475,R,"6'0""",230,LS,N/A,ARI,1,False,https://a.espncdn.com/i/headshots/college-football/players/full/4430475.png,4430475/joe-shimko
Yetur Gross-Matos,4259594,5,"6'5""",265,LB,26,SF,28,False,https://a.espncdn.com/i/headshots/nfl/players/full/4259594.png,4259594/yetur-gross-matos
Jalen Tolbert,4249417,3,"6'1""",195,WR,25,DAL,9,False,https://a.espncdn.com/i/headshots/nfl/players/full/4249417.png,4249417/jalen-tolbert
Matt Hankins,4240574,1,"5'11""",185,CB,25,LAC,18,False,https://a.espncdn.com/i/headshots/nfl/players/full/4240574.png,4240574/matt-hankins
Kadeem Telfort,4240615,1,"6'7""",322,OT,25,GB,12,False,https://a.espncdn.com/i/headshots/nfl/players/full/4240615.png,4240615/kadeem-telfort
Ben Niemann,3140643,6,"6'2""",235,LB,28,DEN,10,True,https://a.espncdn.com/i/headshots/nfl/players/full/3140643.png,3140643/ben-niemann
Eric Johnson II,4050971,3,"6'4""",299,DT,25,IND,14,False,https://a.espncdn.com/i/headshots/nfl/players/full/4050971.png,4050971/eric-johnson-ii
Jerron Cage,4242007,R,"6'2""",305,DT,25,NO,23,True,N/A,4242007/jerron-cage
Tanner McLachlan,4384171,R,"6'5""",245,TE,25,CIN,7,False,https://a.espncdn.com/i/headshots/college-football/players/full/4384171.png,4384171/tanner-mclachlan
Stephen Weatherly,2972362,7,"6'5""",265,DE,30,CLE,8,True,https://a.espncdn.com/i/headshots/nfl/players/full/2972362.png,2972362/stephen-weatherly
Jason Kelce,14124,13,"6'3""",295,C,36,PHI,27,True,https://a.espncdn.com/i/headshots/nfl/players/full/14124.png,14124/jason-kelce
Preston Williams,3915399,4,"6'5""",220,WR,27,CAR,5,True,https://a.espncdn.com/i/headshots/nfl/players/full/3915399.png,3915399/preston-williams
Troy Fautanu,4427170,R,"6'4""",317,OT,23,PIT,26,False,https://a.espncdn.com/i/headshots/college-football/players/full/4427170.png,4427170/troy-fautanu
Ivan Pace Jr.,4430280,2,"5'10""",231,LB,23,MIN,21,False,https://a.espncdn.com/i/headshots/nfl/players/full/4430280.png,4430280/ivan-pace-jr
Elijah Hamilton,4035273,1,"6'1""",211,CB,25,GB,12,True,https://a.espncdn.com/i/headshots/nfl/players/full/4035273.png,4035273/elijah-hamilton
Jalen Brooks,4692835,2,"6'2""",205,WR,23,DAL,9,False,https://a.espncdn.com/i/headshots/nfl/players/full/4692835.png,4692835/jalen-brooks
Wayne Gallman,3045127,6,"6'0""",210,RB,29,SEA,29,True,https://a.espncdn.com/i/headshots/nfl/players/full/3045127.png,3045127/wayne-gallman
Hamilcar Rashed,4042827,1,"6'2""",251,DE,26,SEA,29,True,https://a.espncdn.com/i/headshots/nfl/players/full/4042827.png,4042827/hamilcar-rashed
Johnathan Abram,3728305,6,"5'11""",205,S,27,NO,23,False,https://a.espncdn.com/i/headshots/nfl/players/full/3728305.png,3728305/johnathan-abram
D.J. Davidson,4242899,3,"6'5""",320,DT,26,NYG,24,False,https://a.espncdn.com/i/headshots/nfl/players/full/4242899.png,4242899/dj-davidson
Kendrick Bourne,3045523,8,"6'1""",205,WR,28,NE,22,False,https://a.espncdn.com/i/headshots/nfl/players/full/3045523.png,3045523/kendrick-bourne
Matt Ryan,11237,15,"6'4""",220,QB,38,IND,14,True,https://a.espncdn.com/i/headshots/nfl/players/full/11237.png,11237/matt-ryan
Holton Ahlers,4360131,R,"6'3""",227,QB,24,SEA,29,True,https://a.espncdn.com/i/headshots/nfl/players/full/4360131.png,4360131/holton-ahlers
Michael Pittman Jr.,4035687,5,"6'4""",223,WR,26,IND,14,False,https://a.espncdn.com/i/headshots/nfl/players/full/4035687.png,4035687/michael-pittman-jr
Greg Senat,4034522,4,"6'6""",305,OT,29,NYJ,25,True,https://a.espncdn.com/i/headshots/nfl/players/full/4034522.png,4034522/greg-senat
Bryce Callahan,2515641,8,"5'9""",183,CB,32,LAC,18,True,https://a.espncdn.com/i/headshots/nfl/players/full/2515641.png,2515641/bryce-callahan
Ja'Lynn Polk,4430637,R,"6'1""",203,WR,22,NE,22,False,https://a.espncdn.com/i/headshots/college-football/players/full/4430637.png,4430637/jalynn-polk
Levi Bell,4690937,R,"5'11""",262,LB,24,SEA,29,True,https://a.espncdn.com/i/headshots/nfl/players/full/4690937.png,4690937/levi-bell
Braxton Jones,4251007,3,"6'5""",310,OT,25,CHI,6,False,https://a.espncdn.com/i/headshots/nfl/players/full/4251007.png,4251007/braxton-jones
Bumper Pool,4360169,R,"6'2""",232,LB,24,CAR,5,True,N/A,4360169/bumper-pool
Aaron Brewer,4040537,5,"6'1""",295,G,26,MIA,20,False,https://a.espncdn.com/i/headshots/nfl/players/full/4040537.png,4040537/aaron-brewer
Badara Traore,4362648,1,"6'7""",320,OT,27,CAR,5,False,https://a.espncdn.com/i/headshots/nfl/players/full/4362648.png,4362648/badara-traore
Keith Ismael,4036831,4,"6'3""",310,C,25,ARI,1,False,https://a.espncdn.com/i/headshots/nfl/players/full/4036831.png,4036831/keith-ismael
Nik Needham,3124702,6,"6'1""",196,CB,27,MIA,20,False,https://a.espncdn.com/i/headshots/nfl/players/full/3124702.png,3124702/nik-needham
Easton Stick,3120590,6,"6'1""",224,QB,28,LAC,18,False,https://a.espncdn.com/i/headshots/nfl/players/full/3120590.png,3120590/easton-stick
George Moore,4242502,R,"6'6""",312,G,27,DAL,9,True,https://a.espncdn.com/i/headshots/nfl/players/full/4242502.png,4242502/george-moore
Mike Hilton,2980383,8,"5'9""",184,CB,30,CIN,7,False,https://a.espncdn.com/i/headshots/nfl/players/full/2980383.png,2980383/mike-hilton
Dennis Houston,4572786,1,"6'1""",198,WR,25,NYG,24,False,https://a.espncdn.com/i/headshots/nfl/players/full/4572786.png,4572786/dennis-houston
Jaylen Smith,3916418,1,"6'2""",227,WR,26,SEA,29,True,https://a.espncdn.com/i/headshots/nfl/players/full/3916418.png,3916418/jaylen-smith
Kameron Cline,4041572,1,"6'4""",283,DE,26,BUF,4,False,https://a.espncdn.com/i/headshots/nfl/players/full/4041572.png,4041572/kameron-cline
Derrick Langford,4569637,R,"6'1""",205,CB,24,NYJ,25,True,https://a.espncdn.com/i/headshots/nfl/players/full/4569637.png,4569637/derrick-langford
Owen Porter,4370359,R,"6'3""",237,DE,,MIN,21,False,https://a.espncdn.com/i/headshots/college-football/players/full/4370359.png,4370359/owen-porter
Tory Carter,4242212,2,"6'0""",229,FB,25,TEN,31,True,https://a.espncdn.com/i/headshots/nfl/players/full/4242212.png,4242212/tory-carter
Jeremiah Pharms Jr.,5081728,2,"6'2""",300,DT,27,NE,22,False,https://a.espncdn.com/i/headshots/nfl/players/full/5081728.png,5081728/jeremiah-pharms-jr
Bryan Anger,14950,13,"6'3""",202,P,35,DAL,9,False,https://a.espncdn.com/i/headshots/nfl/players/full/14950.png,14950/bryan-anger
Josh Paschal,4259994,3,"6'3""",274,DE,24,DET,11,False,https://a.espncdn.com/i/headshots/nfl/players/full/4259994.png,4259994/josh-paschal
J.D. DiRenzo,4367555,1,"6'6""",315,G,25,CAR,5,False,https://a.espncdn.com/i/headshots/nfl/players/full/4367555.png,4367555/jd-direnzo
Evan Deckers,4361727,R,"6'3""",252,LS,25,TB,30,False,https://a.espncdn.com/i/headshots/nfl/players/full/4361727.png,4361727/evan-deckers
Chapelle Russell,3923413,3,"6'1""",230,LB,27,PIT,26,True,https://a.espncdn.com/i/headshots/nfl/players/full/3923413.png,3923413/chapelle-russell
Drew White,4258603,R,"6'0""",228,LB,25,WSH,32,True,https://a.espncdn.com/i/headshots/nfl/players/full/4258603.png,4258603/drew-white
Jaylon Thomas,4360561,1,"6'5""",311,OT,24,HOU,13,False,https://a.espncdn.com/i/headshots/nfl/players/full/4360561.png,4360561/jaylon-thomas
Jimmy Ciarlo,4689804,R,"6'2""",217,LB,N/A,NYJ,25,False,https://a.espncdn.com/i/headshots/college-football/players/full/4689804.png,4689804/jimmy-ciarlo
Jayden Daniels,4426348,R,"6'4""",210,QB,23,WSH,32,False,https://a.espncdn.com/i/headshots/college-football/players/full/4426348.png,4426348/jayden-daniels
Zonovan Knight,4427728,3,"5'11""",209,RB,23,DET,11,False,https://a.espncdn.com/i/headshots/nfl/players/full/4427728.png,4427728/zonovan-knight
Christian Kirksey,16767,10,"6'2""",235,LB,31,BUF,4,True,https://a.espncdn.com/i/headshots/nfl/players/full/16767.png,16767/christian-kirksey
Trinity Benson,4422214,3,"6'0""",180,WR,27,CLE,8,True,https://a.espncdn.com/i/headshots/nfl/players/full/4422214.png,4422214/trinity-benson
Tim Jones,4245131,3,"6'1""",200,WR,25,JAX,15,False,https://a.espncdn.com/i/headshots/nfl/players/full/4245131.png,4245131/tim-jones
Carlins Platel,4880609,R,"6'1""",205,CB,24,PIT,26,True,https://a.espncdn.com/i/headshots/nfl/players/full/4880609.png,4880609/carlins-platel
Aaron Robinson,4040979,4,"6'1""",195,CB,26,NYG,24,False,https://a.espncdn.com/i/headshots/nfl/players/full/4040979.png,4040979/aaron-robinson
Brandon Powell,3115255,7,"5'8""",181,WR,28,MIN,21,False,https://a.espncdn.com/i/headshots/nfl/players/full/3115255.png,3115255/brandon-powell
Chase McLaughlin,3150744,5,"6'1""",175,PK,28,TB,30,False,https://a.espncdn.com/i/headshots/nfl/players/full/3150744.png,3150744/chase-mclaughlin
James Mitchell,4361988,3,"6'4""",246,TE,24,DET,11,False,https://a.espncdn.com/i/headshots/nfl/players/full/4361988.png,4361988/james-mitchell
Adrian Amos,2582132,9,"6'0""",218,S,31,HOU,13,True,https://a.espncdn.com/i/headshots/nfl/players/full/2582132.png,2582132/adrian-amos
Joel Bitonio,16740,11,"6'4""",320,G,32,CLE,8,False,https://a.espncdn.com/i/headshots/nfl/players/full/16740.png,16740/joel-bitonio
Dequan Jackson,4361282,1,"6'1""",255,LB,24,JAX,15,False,https://a.espncdn.com/i/headshots/nfl/players/full/4361282.png,4361282/dequan-jackson
Jaydon Mickens,2978308,5,"5'10""",174,WR,30,IND,14,True,https://a.espncdn.com/i/headshots/nfl/players/full/2978308.png,2978308/jaydon-mickens
